VesselAISKey,AISTrajectPositionTimeStamp,AISTrajectPositionLongitude,AISTrajectPositionLatitude,AISTrajectPositionNorthing,AISTrajectPositionEasting,AISTrajectPositionCourseOverGround,AISTrajectPositionSpeedOverGround
302356,2018-08-04 00:39:57.707,4.59391021728516,51.6884651184082,5727591.96533191,610177.47304191,349.1,0
302356,2018-08-04 00:40:17.003,4.38697004318237,51.6465263366699,5722635.96884954,595962.209970076,0,0
302356,2018-08-04 00:41:06.253,4.59392166137695,51.6884803771973,5727593.67948702,610178.227006621,335.7,0
302356,2018-08-04 00:41:07.647,4.38696813583374,51.6465072631836,5722633.84520719,595962.118283464,0,0
302356,2018-08-04 00:41:57.707,4.59392499923706,51.6885032653809,5727596.22985063,610178.402144283,344.4,0
302356,2018-08-04 00:42:07.630,4.38695001602173,51.646541595459,5722637.63945117,595960.792166632,0,0
302356,2018-08-04 00:42:46.240,4.59390830993652,51.6884651184082,5727591.96245343,610177.341206159,341.1,0
302356,2018-08-04 00:42:47.223,4.38696336746216,51.6465263366699,5722635.96008022,595961.748108482,0,0
302356,2018-08-04 00:43:06.257,4.5938982963562,51.6884498596191,5727590.25045731,610176.68611771,340.4,0
302356,2018-08-04 00:43:07.630,4.38697147369385,51.6465187072754,5722635.12227396,595962.325049995,0,0
302356,2018-08-04 00:43:26.537,4.59389686584473,51.6885261535645,5727598.73271924,610176.401994726,327.1,0
302356,2018-08-04 00:43:47.223,4.38696146011353,51.6465339660645,5722636.80602944,595961.600038564,0,0
302356,2018-08-04 00:44:26.537,4.59386682510376,51.6885185241699,5727597.83894188,610174.344108704,341.4,0
302356,2018-08-04 00:44:38.647,4.38696813583374,51.6465301513672,5722636.39057138,595962.06995485,0,0
302356,2018-08-04 00:45:26.537,4.59392499923706,51.6885147094727,5727597.50251375,610178.374356863,339.9,0
302356,2018-08-04 00:45:28.770,4.38696479797363,51.6465263366699,5722635.96195936,595961.847078824,0,0
302356,2018-08-04 00:46:36.570,4.5938835144043,51.6884689331055,5727592.34925452,610175.618079164,337.6,0
302356,2018-08-04 00:46:58.960,4.38696670532227,51.6465301513672,5722636.38869224,595961.970984517,0,0
302356,2018-08-04 00:47:36.570,4.59389162063599,51.6884994506836,5727595.75525621,610176.104282854,338,0
302356,2018-08-04 00:47:38.647,4.38697481155396,51.6465339660645,5722636.82356809,595962.523761596,0,0
302356,2018-08-04 00:48:36.570,4.59397983551025,51.6884498596191,5727590.3735147,610182.322097953,340.6,0
302356,2018-08-04 00:48:58.180,4.38696670532227,51.6465148925781,5722634.69178278,595962.003203562,0,0
302356,2018-08-04 00:49:36.570,4.59396314620972,51.6884651184082,5727592.04521114,610181.131483996,338.8,0
302356,2018-08-04 00:49:38.303,4.38697004318237,51.6465301513672,5722636.3930769,595962.201915295,0,0
302356,2018-08-04 00:51:26.773,4.59403324127197,51.6884346008301,5727588.75723299,610186.050552564,317.7,0
302356,2018-08-04 00:51:38.307,4.38697671890259,51.6464996337891,5722633.00802736,595962.728215396,0,0
302356,2018-08-04 00:54:46.477,4.59390687942505,51.6885452270508,5727600.8689364,610177.047819633,331.5,0
302356,2018-08-04 00:55:38.307,4.38695001602173,51.6465072631836,5722633.82140489,595960.864658611,0,0
302356,2018-08-04 00:56:25.933,4.59386825561523,51.6885070800781,5727596.56843756,610174.470771833,329,0
302356,2018-08-04 00:56:47.900,4.38694667816162,51.6465225219727,5722635.51392974,595960.601509141,0,0
302356,2018-08-04 00:57:16.493,4.59390020370483,51.6885070800781,5727596.61665135,610176.67901863,317.8,0
302356,2018-08-04 00:57:17.370,4.38695812225342,51.6465339660645,5722636.8016448,595961.369107806,0,0
302356,2018-08-04 00:57:25.933,4.59389686584473,51.6885070800781,5727596.61161404,610176.448306279,325.7,0
302356,2018-08-04 00:57:37.497,4.38696146011353,51.646541595459,5722637.65448417,595961.583929099,0,0
302356,2018-08-04 00:58:16.497,4.59389019012451,51.6884918212891,5727594.9046553,610176.023930653,329.5,0
302356,2018-08-04 00:58:37.497,4.38695335388184,51.646541595459,5722637.64383578,595961.023097352,0,0
302356,2018-08-04 00:58:47.793,4.59382343292236,51.6884460449219,5727589.7132593,610171.520824579,331.8,0
302356,2018-08-04 00:58:47.900,4.3869514465332,51.6465263366699,5722635.94442083,595960.923355635,0,0
302356,2018-08-04 00:59:36.417,4.5938868522644,51.688549041748,5727601.26293365,610175.654284431,329.7,0.1
302356,2018-08-04 00:59:37.497,4.38695335388184,51.6465454101563,5722638.06806315,595961.015042666,0,0
302356,2018-08-04 00:59:47.793,4.5938868522644,51.6885185241699,5727597.86916531,610175.728382468,328.2,0.1
302356,2018-08-04 00:59:47.903,4.38695001602173,51.646541595459,5722637.63945117,595960.792166632,0,0
302356,2018-08-04 00:59:56.073,4.59388828277588,51.6884803771973,5727593.62911374,610175.919881749,329.3,0.1
302356,2018-08-04 00:59:57.200,4.38695001602173,51.6465454101563,5722638.06367854,595960.784111966,0,0
302356,2018-08-04 01:01:16.497,4.59398317337036,51.6885452270508,5727600.98407816,610182.321240349,352.4,0
302356,2018-08-04 01:01:18.403,4.3869252204895,51.6465454101563,5722638.03110747,595959.068626761,0,0
302356,2018-08-04 01:01:36.387,4.59395170211792,51.6885070800781,5727596.69437113,610180.238580614,353.6,0
302356,2018-08-04 01:01:37.480,4.38693523406982,51.6465530395508,5722638.89271584,595959.745309701,0,0
302356,2018-08-04 01:01:47.793,4.59396314620972,51.6884803771973,5727593.74209528,610181.094433236,353.1,0
