VesselAISKey,AISTrajectPositionTimeStamp,AISTrajectPositionLongitude,AISTrajectPositionLatitude,AISTrajectPositionNorthing,AISTrajectPositionEasting,AISTrajectPositionCourseOverGround,AISTrajectPositionSpeedOverGround
287095,2018-04-04 02:45:56.553,4.38737487792969,51.6464462280273,5722627.59195075,595990.387775855,242.3,0.1
287095,2018-04-04 02:46:54.350,4.59394311904907,51.6884651184082,5727592.01498625,610179.747208615,83.6,8.6
287095,2018-04-04 02:46:56.553,4.38739013671875,51.6464614868164,5722629.3089103,595991.411232465,1,9.1
287095,2018-04-04 02:47:15.837,4.5939884185791,51.6885604858398,5727602.68887851,610182.646736631,294.6,9.4
287095,2018-04-04 02:47:25.443,4.38739347457886,51.6464462280273,5722627.61638694,595991.674392512,177.5,11.3
287095,2018-04-04 02:47:35.507,4.59391355514526,51.6884460449219,5727589.84926408,610177.750066473,250.1,7
287095,2018-04-04 02:47:45.397,4.38739490509033,51.6464500427246,5722628.042494,595991.765305784,NULL,0
287095,2018-04-04 02:47:54.337,4.59390687942505,51.6884994506836,5727595.77828391,610177.158968067,59.1,9.4
287095,2018-04-04 02:47:56.553,4.38740491867065,51.6464385986328,5722626.78297007,595992.482271202,46,0
287095,2018-04-04 02:48:15.837,4.5939416885376,51.6885414123535,5727600.4972481,610179.463080415,138.9,8.2
287095,2018-04-04 02:48:25.460,4.38743162155151,51.6464462280273,5722627.66651348,595994.313606158,104.2,0
287095,2018-04-04 02:48:35.507,4.59394645690918,51.6885566711426,5727602.20132862,610179.755618825,304.6,16.4
287095,2018-04-04 02:48:45.397,4.38740491867065,51.6464462280273,5722627.63142475,595992.466156607,87.1,7.6
287095,2018-04-04 02:48:54.320,4.59399509429932,51.6884994506836,5727595.91141712,610183.256366919,44,0.1
287095,2018-04-04 02:48:56.553,4.38739824295044,51.6464538574219,5722628.47110736,595991.988179699,173.2,8
287095,2018-04-04 02:49:14.273,4.59393310546875,51.6884727478027,5727592.84831603,610179.036545893,336.3,8
287095,2018-04-04 02:49:15.133,4.38742160797119,51.6464538574219,5722628.50180981,595993.604697786,176.6,10.7
287095,2018-04-04 02:49:23.367,4.5938982963562,51.6885185241699,5727597.88643601,610176.519396045,342.7,8.4
287095,2018-04-04 02:49:25.460,4.38743162155151,51.6464385986328,5722626.8180588,595994.329721064,49.9,12.9
287095,2018-04-04 02:49:35.507,4.59390497207642,51.6885223388672,5727598.32073168,610176.971558274,98.4,0
287095,2018-04-04 02:49:45.397,4.38742685317993,51.6464347839355,5722626.38756556,595994.007876728,334,10.9
287095,2018-04-04 02:50:55.993,4.59392976760864,51.688533782959,5727599.63081523,610178.657633367,76.2,9.8
287095,2018-04-04 02:50:56.557,4.38742017745972,51.6464614868164,5722629.34838473,595993.489612515,292.8,0
287095,2018-04-04 02:51:14.273,4.59398508071899,51.688606262207,5727607.77449342,610182.30487057,20.4,10.9
287095,2018-04-04 02:51:45.400,4.38742828369141,51.6464309692383,5722625.96521799,595994.114904696,275.6,11.1
287095,2018-04-04 02:51:55.993,4.59390830993652,51.688533782959,5727599.59843213,610177.174483412,6.6,13.5
287095,2018-04-04 02:51:56.557,4.38742685317993,51.6464385986328,5722626.81179291,595993.999819303,128,18.8
287095,2018-04-04 02:52:14.273,4.59397315979004,51.6885452270508,5727600.96896549,610181.629103882,NULL,0.1
287095,2018-04-04 02:52:24.337,4.38740825653076,51.6464385986328,5722626.78735613,595992.713202435,108.8,8.4
287095,2018-04-04 02:52:55.010,4.59400844573975,51.6885604858398,5727602.71910423,610184.031009095,257.2,12.9
287095,2018-04-04 02:52:56.557,4.38743352890015,51.6464614868164,5722629.3659292,595994.41333698,258.3,4.8
287095,2018-04-04 02:53:05.883,4.59397172927856,51.6885261535645,5727598.84570135,610181.576540985,33.2,0.5
287095,2018-04-04 02:53:06.510,4.38742351531982,51.6464653015137,5722629.77699818,595993.712486224,350.1,0.5
287095,2018-04-04 02:53:14.260,4.59397840499878,51.6884803771973,5727593.76512401,610182.149118884,272.9,0
287095,2018-04-04 02:53:45.743,4.38741827011108,51.6464538574219,5722628.49742371,595993.373766631,29,1.6
287095,2018-04-04 02:53:55.010,4.59397172927856,51.6886940002441,5727617.51142726,610181.168979642,184.2,7.6
287095,2018-04-04 02:54:35.180,4.38740015029907,51.6464614868164,5722629.32206835,595992.104025816,284.2,0.1
287095,2018-04-04 02:54:55.977,4.59398651123047,51.6884536743164,5727590.80781089,610182.77426041,0,0
287095,2018-04-04 02:55:15.777,4.3874135017395,51.6464729309082,5722630.61229459,595993.003578232,221.8,0
287095,2018-04-05 01:37:14.763,4.59386682510376,51.6884956359863,5727595.29361563,610174.399681513,356,4.6
287095,2018-04-05 01:37:16.593,4.38742351531982,51.6464538574219,5722628.50431615,595993.736658446,271.1,0
287095,2018-04-05 01:37:34.263,4.59380483627319,51.6884956359863,5727595.20006933,610170.115022444,306.6,18.8
287095,2018-04-05 01:37:37.390,4.38741827011108,51.6464347839355,5722626.37628701,595993.414053508,267,19.1
287095,2018-04-04 02:55:55.993,4.59387493133545,51.6884384155273,5727588.9425333,610175.09891573,352.1,8.1
287095,2018-04-04 02:56:15.777,4.38742828369141,51.6464538574219,5722628.51058203,595994.066560096,301.4,2.9
287095,2018-04-04 02:56:25.587,4.59391498565674,51.6884918212891,5727594.94207539,610177.737794412,345.8,7.6
287095,2018-04-04 02:56:45.747,4.38743495941162,51.6464729309082,5722630.640491,595994.488135034,335,0
287095,2018-04-04 02:56:55.980,4.59398508071899,51.6884384155273,5727589.10876779,610182.71243483,80.2,7.7
